rider_id,week_id,home_zone_id,delivery_platform,tier,avg_delivery_radius_km,primary_shift,avg_daily_active_hours,loyalty_weeks_active,avg_weekly_earnings_4wk,earnings_volatility_index,claim_history_score,zone_elevation_index,waterlogging_incidents_3yr,road_quality_score,zone_heat_island_index,rain_mm_7day_forecast,max_temp_forecast,wind_gust_kmh_forecast,aqi_forecast_avg,imd_alert_level_forecast,bandh_probability_score,platform_outage_7d_count,festival_calendar_flag,political_event_flag,w_risk,disruption_label,r_alert,loyalty_discount,premium_charged
R00618,187,tambaram,swiggy,standard,7.76,morning,8.5,20,4537.0,0.0764,0.3272,3.63,8,4.52,1.58,45.5,33.4,88.9,138.0,2,0.2148,0,0,0,0.9235,0,0.5,0.75,23.89
R00619,113,chromepet,swiggy,starter,8.39,afternoon,7.7,8,6529.0,0.3255,0.2329,4.12,6,6.15,1.7,7.3,31.7,16.5,140.0,0,0.0838,2,0,0,0.7917,0,1.0,0.9,27.79
R00620,72,t_nagar,zepto,standard,3.38,afternoon,8.5,28,5512.0,0.7205,0.0507,4.8,6,5.04,2.21,22.8,36.3,25.8,108.0,0,0.0871,0,0,0,0.7958,0,1.0,0.7,38.44
R00621,89,anna_nagar,zepto,standard,2.66,evening,6.9,32,7610.0,0.5029,0.0769,7.18,3,8.17,1.06,75.3,32.8,120.4,111.0,4,0.2598,3,0,0,0.9553,1,0.0,0.7,0.0
R00622,138,anna_nagar,swiggy,standard,10.64,morning,9.8,0,6410.0,0.4662,0.2593,7.01,3,8.18,1.09,98.4,31.4,24.3,66.0,2,0.0915,2,0,0,0.8366,1,0.5,1.0,28.86
R00623,111,royapuram,zepto,starter,6.09,morning,8.3,52,9259.0,0.5632,0.0969,2.77,11,2.96,2.81,3.6,29.0,16.2,182.0,0,0.3832,0,0,0,0.8177,0,1.0,0.7,22.32
R00624,156,perambur,zomato,standard,7.29,evening,10.0,32,3997.0,0.0809,0.0921,3.01,8,3.88,2.03,3.8,26.7,17.3,303.0,0,0.2801,0,1,0,0.7747,0,1.0,0.7,37.42
R00625,5,sholinganallur,zepto,standard,8.24,night,6.9,8,6948.0,0.1811,0.2167,4.71,3,6.77,1.08,4.4,26.1,14.8,182.0,0,0.4052,1,0,0,0.8083,0,1.0,0.9,50.19
R00626,198,royapuram,blinkit,standard,6.33,night,10.4,28,4910.0,0.3977,0.4829,2.08,11,3.05,2.89,54.2,28.6,10.1,258.0,1,0.3012,1,0,0,0.9129,0,0.75,0.7,33.07
R00627,3,sholinganallur,zomato,standard,6.37,afternoon,9.9,40,5567.0,0.2765,0.0386,5.31,5,7.08,1.32,8.3,23.8,21.9,347.0,0,0.2897,0,1,0,0.7899,0,1.0,0.7,38.15
R00628,76,adyar,swiggy,shield,5.87,morning,11.9,44,7745.0,0.1567,0.1775,3.02,8,5.99,2.02,27.9,37.5,35.3,58.0,1,0.0547,2,0,0,0.8155,0,0.75,0.7,42.38
R00629,131,chromepet,swiggy,shield,9.62,morning,4.7,16,5802.0,0.2014,0.0603,3.83,6,5.54,1.89,99.7,31.9,41.0,128.0,2,0.2014,1,0,0,0.8779,0,0.5,0.8,34.77
R00630,40,anna_nagar,zomato,standard,10.77,afternoon,4.6,4,5660.0,0.4473,0.1574,7.03,3,7.16,1.13,142.6,33.2,47.4,83.0,3,0.2853,1,1,0,0.8245,1,0.25,0.95,13.51
R00631,59,royapuram,swiggy,standard,7.86,morning,10.4,0,6824.0,0.3338,0.0535,2.05,11,3.43,2.77,5.7,25.5,7.5,245.0,0,0.3463,0,0,0,0.8346,0,1.0,1.0,57.59
R00632,20,guindy,swiggy,standard,6.73,morning,8.8,20,5835.0,0.0914,0.234,5.72,4,6.73,1.42,12.3,38.6,15.9,66.0,0,0.052,0,0,0,0.7708,0,1.0,0.75,39.89
R00633,185,tambaram,zomato,standard,3.35,evening,10.4,40,4549.0,0.3838,0.2647,4.16,8,5.56,2.14,70.7,33.8,27.2,156.0,2,0.0778,1,0,0,0.8364,1,0.5,0.7,20.2
R00634,124,t_nagar,swiggy,standard,11.67,morning,6.3,28,7051.0,0.1314,0.0501,5.38,5,5.05,2.12,13.0,36.1,20.5,54.0,0,0.0559,1,0,0,0.7843,0,1.0,0.7,37.88
R00635,145,chromepet,blinkit,shield,5.49,morning,8.3,0,5917.0,0.5036,0.1529,4.17,6,5.9,1.25,43.7,28.5,44.6,122.0,1,0.0871,1,0,0,0.8387,0,0.75,1.0,62.27
R00636,199,tambaram,zomato,standard,6.88,afternoon,8.5,20,6479.0,0.6425,0.1226,4.32,7,4.14,1.73,85.7,30.5,37.8,140.0,2,0.1965,2,1,0,0.8405,0,0.5,0.75,21.75
R00637,116,perambur,zepto,shield,7.58,afternoon,12.9,12,7844.0,0.1244,0.2501,2.93,8,3.98,2.27,8.5,29.8,5.3,174.0,0,0.1168,0,0,0,0.8029,0,1.0,0.85,67.56
R00638,161,velachery,zomato,standard,6.9,morning,6.9,0,8582.0,0.2051,0.045,1.88,15,3.8,2.47,3.6,31.3,14.0,68.0,0,0.2688,2,0,0,0.7898,0,1.0,1.0,54.5
R00639,93,tambaram,zepto,shield,7.17,night,5.5,8,7422.0,0.1321,0.0084,4.38,7,4.87,1.68,52.4,29.0,47.0,196.0,2,0.2621,3,0,0,0.86,0,0.5,0.9,38.31
R00640,42,velachery,zomato,starter,6.39,evening,4.5,28,8561.0,0.1775,0.209,2.58,15,3.68,2.24,90.8,26.9,40.1,201.0,2,0.1292,1,0,0,0.9255,0,0.5,0.7,12.63
R00641,70,tambaram,zomato,starter,6.71,evening,7.9,40,3245.0,0.1684,0.2087,3.66,7,5.14,1.72,13.0,36.6,33.2,78.0,1,0.139,2,0,0,0.7946,0,0.75,0.7,16.27
R00642,101,velachery,swiggy,standard,5.48,evening,7.9,32,7414.0,0.251,0.2124,2.3,14,4.58,2.47,61.2,24.4,71.7,399.0,2,0.2176,1,0,0,0.9931,1,0.5,0.7,23.98
R00643,147,anna_nagar,zomato,standard,8.11,evening,8.9,44,6508.0,0.7613,0.4559,6.4,2,8.16,0.76,78.9,32.8,45.9,152.0,2,0.1862,1,1,0,0.8206,0,0.5,0.7,19.82
R00644,147,chromepet,blinkit,shield,2.51,evening,8.2,12,9379.0,0.4199,0.3756,4.45,5,6.68,1.77,70.8,29.6,14.9,160.0,2,0.1729,2,1,0,0.7786,0,0.5,0.85,32.76
R00645,144,guindy,zepto,shield,2.63,morning,9.6,4,5735.0,0.3013,0.2413,5.99,3,6.98,1.68,50.6,28.4,17.6,348.0,1,0.1591,2,1,0,0.7932,0,0.75,0.95,55.95
R00646,9,chromepet,swiggy,standard,4.61,afternoon,7.7,8,6430.0,0.5898,0.1961,3.35,5,6.13,1.68,8.0,33.9,21.2,68.0,0,0.0534,0,0,0,0.782,0,1.0,0.9,48.56
R00647,206,t_nagar,zomato,standard,5.37,afternoon,6.9,24,5624.0,0.2009,0.0436,4.49,5,4.83,2.17,165.4,25.5,119.8,164.0,4,0.2061,0,0,0,1.0412,1,0.0,0.7,0.0
R00648,75,perambur,zomato,shield,9.78,evening,8.2,0,6468.0,0.1481,0.116,2.96,8,3.56,2.11,43.3,37.0,38.3,58.0,1,0.2834,1,0,1,0.8584,1,0.75,1.0,63.73
R00649,151,sholinganallur,zomato,shield,3.59,evening,8.0,28,5772.0,0.3087,0.3571,5.21,5,6.53,1.09,67.5,24.3,47.4,197.0,2,0.1557,0,0,0,0.849,1,0.5,0.7,29.41
R00650,155,chromepet,swiggy,standard,5.72,evening,9.0,4,7569.0,0.1656,0.2656,3.72,7,5.92,1.78,63.1,31.5,27.0,118.0,1,0.1949,2,1,0,0.7857,0,0.75,0.95,38.62
R00651,161,guindy,zepto,starter,2.16,evening,8.7,8,7955.0,0.0847,0.247,6.08,4,6.84,1.52,4.3,31.4,24.3,151.0,0,0.3003,2,0,0,0.7755,0,1.0,0.9,27.22
R00652,64,chromepet,swiggy,shield,6.89,afternoon,10.9,28,3729.0,0.1546,0.3533,4.41,7,6.33,1.8,8.0,30.0,39.5,76.0,1,0.1133,0,0,0,0.8036,0,0.75,0.7,41.77
R00653,192,t_nagar,zomato,standard,7.8,night,7.4,12,8136.0,0.6238,0.1641,5.6,6,5.45,2.12,45.2,32.6,15.4,84.0,1,0.3463,3,0,0,0.8452,0,0.75,0.85,37.18
R00654,150,chromepet,swiggy,standard,6.25,afternoon,6.0,24,7875.0,0.508,0.0797,3.47,7,6.18,1.56,78.0,30.3,34.0,157.0,2,0.161,0,0,0,0.8534,1,0.5,0.7,20.61
R00655,207,chromepet,zepto,standard,3.11,night,9.9,20,6524.0,0.623,0.1578,3.53,5,6.09,1.53,70.7,27.3,56.2,353.0,2,0.3246,1,1,0,0.898,1,0.5,0.75,23.23
R00656,171,royapuram,blinkit,standard,2.98,night,12.4,8,7282.0,0.2537,0.0674,2.14,13,3.11,2.9,5.2,34.8,21.4,48.0,0,0.2758,4,0,1,0.8047,0,1.0,0.9,49.97
R00657,167,adyar,zomato,shield,9.39,evening,7.9,4,5210.0,0.2996,0.0556,3.37,7,5.46,1.99,10.8,33.5,27.1,79.0,0,0.2294,0,0,0,0.8014,0,1.0,0.95,75.37
R00658,6,guindy,zomato,standard,5.79,evening,9.1,8,2755.0,0.1566,0.3438,5.7,2,7.2,1.43,6.6,26.1,15.8,138.0,0,0.4505,2,0,0,0.8073,0,1.0,0.9,50.13
R00659,77,sholinganallur,swiggy,standard,8.37,night,7.5,36,3832.0,0.1984,0.1146,5.29,4,6.02,1.69,50.6,37.5,28.2,59.0,1,0.0959,2,0,0,0.8067,0,0.75,0.7,29.22
R00660,91,perambur,swiggy,shield,4.5,evening,9.8,8,8756.0,0.0494,0.1708,2.95,9,3.95,2.14,143.8,28.2,21.6,161.0,3,0.1307,1,0,0,0.9339,0,0.25,0.9,20.8
R00661,90,adyar,blinkit,shield,7.82,night,5.3,16,7217.0,0.3343,0.2066,3.22,8,6.6,2.08,39.8,29.4,76.6,93.0,2,0.1063,3,0,0,0.8943,1,0.5,0.8,35.41
R00662,93,guindy,zomato,standard,8.43,afternoon,11.1,16,5099.0,0.1655,0.1023,6.05,2,6.56,1.71,87.0,31.1,51.1,214.0,3,0.1119,2,0,0,0.8754,1,0.25,0.8,12.08
R00663,48,t_nagar,blinkit,standard,1.86,morning,7.8,28,4282.0,0.2676,0.0932,4.54,4,4.64,2.11,104.0,28.8,68.1,96.0,3,0.2199,3,0,0,0.9084,1,0.25,0.7,10.97
R00664,78,sholinganallur,zepto,shield,2.65,morning,10.0,20,9673.0,0.2832,0.0497,4.77,4,6.71,1.4,48.1,29.4,17.2,71.0,1,0.0781,3,0,0,0.7985,0,0.75,0.75,44.47
R00665,31,guindy,zomato,starter,7.73,night,11.3,24,5201.0,0.1432,0.329,6.32,2,7.33,1.47,68.0,33.5,36.2,75.0,1,0.1946,1,0,0,0.8294,0,0.75,0.7,16.98
R00666,188,velachery,zomato,standard,6.79,evening,9.8,0,5294.0,0.3936,0.2908,1.67,14,4.28,2.68,246.7,34.0,55.6,49.0,4,0.0637,1,0,0,1.1795,1,0.0,1.0,0.0
R00667,156,velachery,zepto,starter,7.32,night,10.1,8,7157.0,0.3197,0.0633,2.76,14,3.52,2.66,6.3,24.9,19.5,292.0,0,0.4005,0,1,0,0.797,0,1.0,0.9,27.97
R00668,117,tambaram,zepto,starter,9.6,morning,9.5,0,4723.0,0.1457,0.2029,4.15,7,4.79,1.59,17.2,36.3,21.7,156.0,0,0.0703,1,0,0,0.7996,0,1.0,1.0,31.19
R00669,54,chromepet,zepto,standard,3.93,afternoon,8.6,48,8005.0,0.3976,0.0312,3.99,7,6.28,1.4,8.0,31.4,40.9,180.0,1,0.473,2,1,0,0.7844,0,0.75,0.7,28.42
R00670,37,t_nagar,zomato,starter,8.95,morning,14.0,8,5716.0,0.2391,0.2645,4.79,5,4.37,2.34,74.6,33.4,25.6,121.0,2,0.1202,0,0,0,0.8553,0,0.5,0.9,15.01
R00671,157,tambaram,swiggy,standard,8.02,evening,6.6,0,4838.0,0.1972,0.0318,3.68,6,4.77,2.22,9.4,28.4,28.0,133.0,0,0.3251,0,0,0,0.7931,0,1.0,1.0,54.73
R00672,177,anna_nagar,swiggy,shield,8.31,morning,9.0,8,5737.0,0.4544,0.2654,7.17,3,7.75,1.04,15.9,41.4,13.1,41.0,0,0.1344,0,0,0,0.799,0,1.0,0.9,71.19
R00673,106,perambur,swiggy,standard,7.91,afternoon,7.7,52,7753.0,0.4452,0.3302,3.03,9,4.17,2.04,2.8,28.4,23.4,139.0,0,0.2086,1,1,0,0.7516,0,1.0,0.7,36.3
R00674,53,royapuram,zomato,starter,6.49,morning,13.6,8,8442.0,0.163,0.2331,1.78,13,2.83,2.95,5.0,30.2,16.6,408.0,0,0.2875,2,0,0,0.8742,0,1.0,0.9,30.68
R00675,104,perambur,swiggy,standard,5.52,evening,6.3,0,6196.0,0.658,0.1119,3.42,9,4.25,2.34,4.6,30.5,14.4,155.0,0,0.3351,1,1,0,0.7569,0,1.0,1.0,52.22
R00676,131,adyar,zepto,starter,1.0,night,6.5,0,4047.0,0.3611,0.3085,3.37,8,6.26,1.93,78.1,31.1,33.9,55.0,2,0.0613,1,0,0,0.8303,1,0.5,1.0,16.19
R00677,187,tambaram,zepto,shield,1.0,evening,7.5,4,6193.0,0.245,0.1482,4.5,7,4.01,2.02,89.1,33.7,53.5,65.0,3,0.1485,2,0,0,0.8722,1,0.25,0.95,20.51
R00678,138,tambaram,swiggy,starter,2.92,evening,3.8,4,7227.0,0.2875,0.2292,4.31,8,5.14,1.28,76.0,31.3,28.5,66.0,2,0.0627,1,0,0,0.8107,0,0.5,0.95,15.02
R00679,19,anna_nagar,swiggy,starter,6.99,evening,5.3,12,5419.0,0.4784,0.3385,6.81,3,7.78,0.98,5.3,39.4,18.7,65.0,0,0.3947,1,0,0,0.8053,0,1.0,0.85,26.69
R00680,150,sholinganallur,swiggy,standard,6.03,morning,2.9,40,3317.0,0.5774,0.1236,4.9,4,7.21,1.24,170.8,32.5,67.6,133.0,3,0.1795,0,0,0,0.9295,1,0.25,0.7,11.22
R00681,50,adyar,zomato,shield,9.33,afternoon,8.5,44,10536.0,0.313,0.0676,3.02,8,6.26,1.99,145.6,26.8,28.2,181.0,3,0.2845,0,0,0,0.9423,1,0.25,0.7,16.32
R00682,67,perambur,swiggy,standard,5.59,morning,9.5,36,7493.0,0.3895,0.0701,3.33,9,4.52,2.91,11.9,29.1,47.9,45.0,2,0.1689,0,0,1,0.8249,1,0.5,0.7,19.92
R00683,165,guindy,swiggy,starter,2.69,morning,7.7,4,7239.0,0.1567,0.2321,6.36,3,6.6,1.58,5.5,29.3,15.7,46.0,0,0.1458,1,0,0,0.7622,0,1.0,0.95,28.24
R00684,126,t_nagar,swiggy,standard,7.63,afternoon,9.5,32,7414.0,0.3131,0.1731,5.35,5,4.46,2.2,41.2,38.7,36.0,37.0,1,0.1754,0,0,1,0.8249,0,0.75,0.7,29.88
R00685,159,adyar,blinkit,standard,3.55,evening,7.7,12,7579.0,0.3464,0.0721,2.59,9,6.31,2.09,7.3,26.7,12.0,144.0,0,0.2429,6,1,0,0.7489,0,1.0,0.85,43.92
R00686,152,adyar,zomato,starter,6.4,afternoon,9.5,12,7041.0,0.132,0.2031,2.86,8,6.18,1.66,32.7,22.5,21.5,256.0,0,0.2556,0,0,0,0.839,0,1.0,0.85,27.81
R00687,178,velachery,blinkit,starter,4.13,evening,11.3,0,5558.0,0.2125,0.0407,2.37,13,4.11,2.6,51.4,37.6,41.1,121.0,1,0.1458,2,0,1,0.8693,0,0.75,1.0,25.42
R00688,68,tambaram,zomato,standard,9.94,evening,9.1,24,10328.0,0.3045,0.397,3.56,7,5.19,1.63,7.9,35.1,16.6,102.0,0,0.2455,1,0,1,0.8152,0,1.0,0.7,39.37
R00689,118,perambur,swiggy,standard,5.98,evening,5.2,12,7862.0,0.2192,0.1939,2.51,9,3.57,2.22,7.0,33.9,20.3,71.0,0,0.245,0,0,0,0.7794,0,1.0,0.85,45.71
R00690,199,t_nagar,zomato,starter,8.44,afternoon,9.5,16,5366.0,0.4814,0.148,4.77,6,5.09,2.78,51.4,31.8,24.1,67.0,1,0.3553,1,1,0,0.8024,0,0.75,0.8,18.78
R00691,117,perambur,zomato,standard,11.26,night,6.5,16,6264.0,0.1137,0.2315,2.82,9,3.92,2.18,7.9,33.2,16.6,100.0,0,0.1775,0,0,0,0.7938,0,1.0,0.8,43.82
R00692,129,perambur,swiggy,standard,7.11,evening,3.1,0,7752.0,0.3804,0.3273,3.14,10,4.08,2.56,13.4,36.8,16.6,31.0,0,0.3439,0,0,0,0.8008,0,1.0,1.0,55.25
R00693,172,sholinganallur,swiggy,standard,7.05,evening,6.1,20,4426.0,0.2283,0.1392,4.79,4,6.99,1.75,9.6,31.7,15.5,71.0,0,0.1703,0,0,1,0.7765,0,1.0,0.75,40.18
R00694,152,t_nagar,zomato,standard,9.1,afternoon,8.7,44,5627.0,0.2519,0.2266,4.95,4,4.61,2.25,80.6,23.0,20.6,355.0,2,0.1789,1,0,0,0.8926,0,0.5,0.7,21.55
R00695,11,sholinganallur,zepto,standard,1.82,night,6.9,8,3629.0,0.3788,0.026,4.86,5,7.31,1.18,10.1,32.0,25.8,95.0,0,0.0616,0,0,0,0.7568,0,1.0,0.9,47.0
R00696,66,chromepet,zomato,starter,5.43,evening,7.3,0,4627.0,0.5423,0.285,3.74,6,6.25,1.57,7.9,36.7,15.1,76.0,0,0.2076,0,0,0,0.7949,0,1.0,1.0,31.0
R00697,110,sholinganallur,zomato,standard,6.39,evening,10.5,40,5575.0,0.3145,0.1111,5.76,5,6.98,1.38,5.6,29.7,31.9,220.0,1,0.254,1,0,0,0.8176,0,0.75,0.7,29.62
R00698,167,anna_nagar,zomato,standard,5.23,evening,6.0,36,9287.0,0.169,0.0697,6.54,3,7.66,1.25,6.6,28.4,37.5,187.0,1,0.157,1,0,0,0.7854,0,0.75,0.7,28.45
R00699,39,sholinganallur,swiggy,starter,2.23,evening,5.3,24,8236.0,0.2871,0.1039,4.88,4,8.66,1.24,170.8,29.0,51.9,184.0,3,0.1555,1,0,0,0.8826,1,0.25,0.7,6.02
R00700,142,velachery,swiggy,standard,7.09,evening,5.3,12,7625.0,0.3483,0.1537,1.42,14,3.6,2.99,26.5,32.6,11.5,128.0,0,0.1837,0,0,0,0.8197,0,1.0,0.85,48.08
R00701,173,velachery,zomato,shield,8.96,morning,7.3,16,7561.0,0.3458,0.0854,2.1,14,4.04,2.41,11.8,33.2,27.8,34.0,0,0.1452,1,0,1,0.8048,0,1.0,0.8,63.74
R00702,2,t_nagar,zomato,standard,5.74,evening,5.9,12,8658.0,0.4923,0.1242,5.17,4,4.74,2.06,3.8,26.0,11.2,154.0,0,0.4311,3,1,0,0.7599,0,1.0,0.85,44.57
R00703,28,anna_nagar,swiggy,shield,8.78,afternoon,6.8,0,8283.0,0.3072,0.0186,6.93,1,7.65,0.86,111.5,35.0,106.6,87.0,4,0.0631,4,0,0,0.9433,1,0.0,1.0,0.0
R00704,207,sholinganallur,zepto,standard,3.45,night,6.2,20,5059.0,0.1838,0.1877,5.07,5,7.13,1.71,118.7,28.4,39.8,115.0,2,0.542,3,1,0,0.8275,0,0.5,0.75,21.41
R00705,57,royapuram,zomato,starter,5.89,evening,8.7,8,9951.0,0.3429,0.4024,1.78,11,3.16,2.59,4.1,25.0,20.5,205.0,0,0.4274,1,0,0,0.8269,0,1.0,0.9,29.02
R00706,9,chromepet,swiggy,shield,6.24,evening,8.2,16,7120.0,0.0165,0.1211,3.82,6,6.28,1.61,3.4,31.5,10.7,272.0,0,0.0606,1,0,0,0.79,0,1.0,0.8,62.57
R00707,199,adyar,zomato,standard,7.29,evening,7.7,24,6729.0,0.2556,0.3461,2.93,9,5.6,1.91,63.0,29.8,46.2,172.0,2,0.195,0,1,0,0.8311,1,0.5,0.7,20.07
R00708,90,perambur,swiggy,starter,7.02,evening,6.4,8,7612.0,0.2252,0.0954,2.94,10,4.37,2.16,35.1,30.9,21.1,131.0,0,0.089,2,0,0,0.8113,1,1.0,0.9,28.48
R00709,102,velachery,blinkit,standard,6.21,morning,6.3,0,4373.0,0.278,0.3941,1.57,15,3.96,2.68,64.9,25.8,33.7,119.0,1,0.2469,1,0,0,0.8981,0,0.75,1.0,46.48
R00710,185,adyar,zomato,standard,10.41,evening,8.1,36,6992.0,0.2669,0.3273,3.03,7,6.96,2.08,19.3,32.1,13.1,41.0,0,0.1214,1,0,0,0.8105,0,1.0,0.7,39.15
R00711,42,t_nagar,blinkit,standard,6.18,afternoon,10.9,12,3842.0,0.1882,0.0254,5.09,5,5.31,1.86,140.5,31.5,69.6,74.0,3,0.0697,0,0,0,0.9263,0,0.25,0.85,13.58
R00712,0,adyar,swiggy,starter,10.31,evening,9.1,16,5783.0,0.4831,0.1825,3.38,7,6.08,2.12,3.2,26.6,15.1,189.0,0,0.4882,0,1,0,0.7912,0,1.0,0.8,24.68
R00713,197,guindy,swiggy,starter,9.46,morning,6.6,4,4104.0,0.2477,0.0367,5.84,4,6.82,1.53,74.2,31.3,38.8,161.0,2,0.0924,3,0,0,0.8346,1,0.5,0.95,15.46
R00714,104,perambur,zomato,standard,6.17,morning,5.3,0,9427.0,0.3444,0.1908,2.99,9,3.82,2.09,3.8,28.8,13.7,175.0,0,0.4131,2,1,0,0.7565,0,1.0,1.0,52.2
R00715,65,sholinganallur,swiggy,shield,6.29,evening,7.4,28,5842.0,0.3715,0.2107,4.77,4,6.66,1.49,11.0,36.1,36.2,53.0,1,0.0966,2,0,0,0.7973,0,0.75,0.7,41.44
R00716,123,royapuram,swiggy,standard,9.06,afternoon,10.1,4,8389.0,0.2236,0.4676,1.52,13,3.19,2.83,21.2,41.5,18.4,107.0,0,0.1853,3,0,0,0.8419,0,1.0,0.95,55.19
R00717,34,adyar,blinkit,shield,3.64,evening,5.7,32,6382.0,0.1468,0.0397,2.6,9,6.38,2.11,112.0,33.1,23.3,95.0,2,0.1126,1,0,0,0.8651,0,0.5,0.7,29.98
R00718,62,t_nagar,zomato,shield,8.24,evening,6.4,16,6432.0,0.5503,0.09,4.82,5,4.87,2.43,10.3,31.1,9.1,171.0,0,0.1074,0,0,0,0.7969,1,1.0,0.8,63.11
R00719,105,anna_nagar,swiggy,starter,6.95,evening,7.7,44,5084.0,0.3772,0.154,7.4,1,8.26,0.95,3.7,29.0,13.0,161.0,0,0.3032,0,0,0,0.7965,0,1.0,0.7,21.74
R00720,188,perambur,zepto,standard,5.86,evening,9.7,12,7111.0,0.1504,0.3317,3.33,9,4.81,2.12,77.5,32.5,45.0,79.0,2,0.1782,2,0,0,0.8896,0,0.5,0.85,26.09
R00721,88,guindy,zepto,standard,2.83,evening,7.4,24,7245.0,0.162,0.1442,6.11,3,7.17,1.6,70.5,35.2,24.8,124.0,2,0.1652,0,0,0,0.7851,0,0.5,0.7,18.96
R00722,148,velachery,zomato,shield,3.29,morning,9.7,48,7305.0,0.4368,0.1885,1.99,15,3.83,2.46,53.6,29.9,22.0,173.0,1,0.2691,3,1,0,0.8364,0,0.75,0.7,43.47
R00723,178,adyar,swiggy,starter,6.71,morning,8.5,12,5357.0,0.0724,0.158,3.47,9,6.38,2.21,36.4,36.1,22.4,59.0,0,0.1275,1,0,1,0.8034,0,1.0,0.85,26.63
R00724,141,chromepet,swiggy,standard,9.53,afternoon,7.6,24,9615.0,0.4281,0.0961,3.87,6,5.33,1.48,60.3,35.0,20.3,54.0,1,0.2686,0,0,0,0.85,0,0.75,0.7,30.8
R00725,112,anna_nagar,zomato,standard,3.75,evening,3.4,24,8428.0,0.301,0.1155,6.82,1,8.31,1.43,3.6,28.4,3.6,252.0,0,0.1315,3,0,0,0.7836,0,1.0,0.7,37.85
R00726,67,sholinganallur,zomato,standard,7.54,evening,6.5,20,4711.0,0.2283,0.1993,5.08,5,6.75,1.24,8.8,33.5,30.7,68.0,1,0.0641,1,0,1,0.7761,0,0.75,0.75,30.12
R00727,204,royapuram,swiggy,starter,6.21,evening,8.4,4,6952.0,0.3274,0.0155,2.13,13,3.68,3.2,58.4,28.8,34.1,198.0,1,0.3881,0,0,0,0.8991,0,0.75,0.95,24.98
R00728,76,royapuram,zepto,starter,4.54,evening,7.8,32,8676.0,0.2648,0.134,1.44,13,3.2,2.64,32.3,33.5,34.3,67.0,1,0.3012,2,0,0,0.8461,0,0.75,0.7,17.33
R00729,158,chromepet,zepto,standard,4.37,morning,10.2,12,4767.0,0.015,0.1607,4.34,5,6.06,1.74,4.7,30.2,23.3,236.0,0,0.2611,2,1,0,0.7514,0,1.0,0.85,44.07
R00730,119,tambaram,blinkit,standard,3.76,morning,6.6,8,5095.0,0.5409,0.2325,3.62,7,5.17,1.83,12.6,31.8,7.5,74.0,0,0.1,0,0,1,0.7823,0,1.0,0.9,48.58
R00731,154,anna_nagar,zomato,standard,7.22,evening,8.9,16,3481.0,0.0533,0.2493,6.97,2,7.42,1.06,81.9,30.2,28.1,263.0,2,0.2267,2,0,0,0.835,1,0.5,0.8,23.05
R00732,44,perambur,swiggy,shield,4.69,morning,10.0,4,6916.0,0.1724,0.0774,2.85,8,4.47,2.17,141.4,29.1,54.0,229.0,3,0.3512,1,1,0,0.9505,0,0.25,0.95,22.35
R00733,88,chromepet,swiggy,standard,10.83,night,4.5,4,8442.0,0.1923,0.0341,3.99,7,5.9,1.54,46.1,35.0,17.6,60.0,1,0.0908,2,0,0,0.8127,0,0.75,0.95,39.95
R00734,164,royapuram,zomato,standard,6.71,evening,6.2,24,6074.0,0.2746,0.4777,2.23,13,3.03,2.85,4.7,30.8,23.5,219.0,0,0.1278,1,0,0,0.8009,0,1.0,0.7,38.69
R00735,115,chromepet,swiggy,standard,5.6,night,6.7,16,7365.0,0.4147,0.0385,4.45,5,5.99,1.39,5.7,30.7,12.8,276.0,0,0.0963,1,0,0,0.8042,0,1.0,0.8,44.39
R00736,37,guindy,swiggy,standard,3.73,afternoon,5.6,16,4895.0,0.3065,0.3209,6.29,3,6.76,1.3,72.0,34.2,49.6,128.0,2,0.0615,2,0,0,0.8229,0,0.5,0.8,22.71
R00737,200,anna_nagar,swiggy,standard,4.53,evening,8.5,4,3809.0,0.2819,0.0208,6.94,1,8.27,1.49,65.6,33.9,40.1,175.0,1,0.2402,0,1,0,0.7653,0,0.75,0.95,37.62
R00738,60,sholinganallur,blinkit,standard,7.32,evening,10.2,4,7911.0,0.4154,0.0858,4.86,3,6.96,1.33,3.6,27.0,18.3,227.0,0,0.0731,0,0,0,0.8046,0,1.0,0.95,52.74
R00739,55,sholinganallur,swiggy,starter,11.28,evening,9.1,48,6256.0,0.24,0.0324,4.77,5,6.84,1.36,6.9,25.9,10.7,150.0,0,0.244,1,1,0,0.7574,0,1.0,0.7,20.68
R00740,139,guindy,swiggy,standard,8.22,evening,10.5,28,5656.0,0.5839,0.0609,5.66,3,6.83,1.12,64.5,33.5,26.9,135.0,1,0.1336,1,0,0,0.8338,0,0.75,0.7,30.2
R00741,57,adyar,zomato,standard,8.16,evening,7.8,40,10484.0,0.2073,0.2684,3.47,8,6.21,1.99,6.9,27.8,13.4,152.0,0,0.2747,1,0,0,0.7996,0,1.0,0.7,38.62
R00742,3,anna_nagar,swiggy,standard,8.24,evening,7.6,40,7902.0,0.2278,0.0529,6.95,2,7.81,1.09,4.7,27.9,13.1,167.0,0,0.2021,2,1,0,0.7423,0,1.0,0.7,35.85
R00743,152,velachery,zepto,standard,6.3,morning,8.2,8,8889.0,0.2515,0.3045,2.03,14,4.05,2.32,91.9,21.2,69.0,451.0,3,0.2399,2,0,0,1.0634,1,0.25,0.9,16.51
